"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","04.01.2023 16:00 - 04.01.2023 17:00 (CET/CEST)","353","n/e","n/e","74","196","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","909","481"
"BZN|DK2","04.01.2023 17:00 - 04.01.2023 18:00 (CET/CEST)","377","n/e","n/e","72","172","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","904","487"
"BZN|DK2","04.01.2023 18:00 - 04.01.2023 19:00 (CET/CEST)","326","n/e","n/e","73","153","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","931","494"
"BZN|DK2","04.01.2023 19:00 - 04.01.2023 20:00 (CET/CEST)","296","n/e","n/e","74","149","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","933","519"
"BZN|DK2","04.01.2023 20:00 - 04.01.2023 21:00 (CET/CEST)","268","n/e","n/e","76","163","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","51","926","527"
"BZN|DK2","04.01.2023 21:00 - 04.01.2023 22:00 (CET/CEST)","215","n/e","n/e","74","166","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","926","539"
"BZN|DK2","04.01.2023 22:00 - 04.01.2023 23:00 (CET/CEST)","205","n/e","n/e","72","161","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","926","538"
"BZN|DK2","04.01.2023 23:00 - 05.01.2023 00:00 (CET/CEST)","203","n/e","n/e","71","156","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","47","926","542"
"BZN|DK2","05.01.2023 00:00 - 05.01.2023 01:00 (CET/CEST)","220","n/e","n/e","62","139","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","926","553"
"BZN|DK2","05.01.2023 01:00 - 05.01.2023 02:00 (CET/CEST)","213","n/e","n/e","49","91","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","48","926","573"
"BZN|DK2","05.01.2023 02:00 - 05.01.2023 03:00 (CET/CEST)","210","n/e","n/e","48","88","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","48","925","589"
"BZN|DK2","05.01.2023 03:00 - 05.01.2023 04:00 (CET/CEST)","235","n/e","n/e","48","87","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","923","590"
"BZN|DK2","05.01.2023 04:00 - 05.01.2023 05:00 (CET/CEST)","357","n/e","n/e","48","87","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","914","575"
"BZN|DK2","05.01.2023 05:00 - 05.01.2023 06:00 (CET/CEST)","400","n/e","n/e","63","111","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","51","914","564"
"BZN|DK2","05.01.2023 06:00 - 05.01.2023 07:00 (CET/CEST)","433","n/e","n/e","75","131","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","922","552"
"BZN|DK2","05.01.2023 07:00 - 05.01.2023 08:00 (CET/CEST)","463","n/e","n/e","77","133","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","933","539"
"BZN|DK2","05.01.2023 08:00 - 05.01.2023 09:00 (CET/CEST)","471","n/e","n/e","118","134","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","931","539"
"BZN|DK2","05.01.2023 09:00 - 05.01.2023 10:00 (CET/CEST)","499","n/e","n/e","144","137","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","56","936","545"
"BZN|DK2","05.01.2023 10:00 - 05.01.2023 11:00 (CET/CEST)","519","n/e","n/e","143","136","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","56","932","513"
"BZN|DK2","05.01.2023 11:00 - 05.01.2023 12:00 (CET/CEST)","541","n/e","n/e","141","136","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","43","55","929","476"
"BZN|DK2","05.01.2023 12:00 - 05.01.2023 13:00 (CET/CEST)","538","n/e","n/e","143","136","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","58","54","921","435"
"BZN|DK2","05.01.2023 13:00 - 05.01.2023 14:00 (CET/CEST)","525","n/e","n/e","169","136","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","39","53","897","376"
"BZN|DK2","05.01.2023 14:00 - 05.01.2023 15:00 (CET/CEST)","526","n/e","n/e","165","140","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","57","704","297"
"BZN|DK2","05.01.2023 15:00 - 05.01.2023 16:00 (CET/CEST)","526","n/e","n/e","165","149","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","60","388","210"
"BZN|DK2","05.01.2023 16:00 - 05.01.2023 17:00 (CET/CEST)","534","n/e","n/e","167","172","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","216","140"
"BZN|DK2","05.01.2023 17:00 - 05.01.2023 18:00 (CET/CEST)","552","n/e","n/e","143","179","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","129","77"
"BZN|DK2","05.01.2023 18:00 - 05.01.2023 19:00 (CET/CEST)","552","n/e","n/e","141","179","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","51","41"
"BZN|DK2","05.01.2023 19:00 - 05.01.2023 20:00 (CET/CEST)","552","n/e","n/e","142","179","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","19","36"
"BZN|DK2","05.01.2023 20:00 - 05.01.2023 21:00 (CET/CEST)","549","n/e","n/e","143","178","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","14","37"
"BZN|DK2","05.01.2023 21:00 - 05.01.2023 22:00 (CET/CEST)","539","n/e","n/e","140","174","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","25","37"
"BZN|DK2","05.01.2023 22:00 - 05.01.2023 23:00 (CET/CEST)","536","n/e","n/e","88","173","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","60","49"
"BZN|DK2","05.01.2023 23:00 - 06.01.2023 00:00 (CET/CEST)","522","n/e","n/e","79","173","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","90","82"
"BZN|DK2","06.01.2023 00:00 - 06.01.2023 01:00 (CET/CEST)","514","n/e","n/e","78","171","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","146","119"
"BZN|DK2","06.01.2023 01:00 - 06.01.2023 02:00 (CET/CEST)","485","n/e","n/e","78","171","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","268","182"
"BZN|DK2","06.01.2023 02:00 - 06.01.2023 03:00 (CET/CEST)","459","n/e","n/e","60","141","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","447","261"
"BZN|DK2","06.01.2023 03:00 - 06.01.2023 04:00 (CET/CEST)","413","n/e","n/e","55","133","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","602","340"
"BZN|DK2","06.01.2023 04:00 - 06.01.2023 05:00 (CET/CEST)","353","n/e","n/e","54","133","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","760","414"
"BZN|DK2","06.01.2023 05:00 - 06.01.2023 06:00 (CET/CEST)","308","n/e","n/e","66","151","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","896","473"
"BZN|DK2","06.01.2023 06:00 - 06.01.2023 07:00 (CET/CEST)","374","n/e","n/e","76","168","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","926","509"
"BZN|DK2","06.01.2023 07:00 - 06.01.2023 08:00 (CET/CEST)","430","n/e","n/e","102","170","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","932","518"
"BZN|DK2","06.01.2023 08:00 - 06.01.2023 09:00 (CET/CEST)","428","n/e","n/e","90","148","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","51","920","476"
"BZN|DK2","06.01.2023 09:00 - 06.01.2023 10:00 (CET/CEST)","441","n/e","n/e","82","149","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","51","916","464"
"BZN|DK2","06.01.2023 10:00 - 06.01.2023 11:00 (CET/CEST)","444","n/e","n/e","77","145","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","46","892","451"
"BZN|DK2","06.01.2023 11:00 - 06.01.2023 12:00 (CET/CEST)","507","n/e","n/e","59","169","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","44","931","433"
"BZN|DK2","06.01.2023 12:00 - 06.01.2023 13:00 (CET/CEST)","520","n/e","n/e","59","170","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","50","54","907","410"
"BZN|DK2","06.01.2023 13:00 - 06.01.2023 14:00 (CET/CEST)","518","n/e","n/e","72","190","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","90","52","887","337"
"BZN|DK2","06.01.2023 14:00 - 06.01.2023 15:00 (CET/CEST)","512","n/e","n/e","72","189","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","50","912","350"
"BZN|DK2","06.01.2023 15:00 - 06.01.2023 16:00 (CET/CEST)","444","n/e","n/e","73","174","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","53","900","349"
"BZN|DK2","06.01.2023 16:00 - 06.01.2023 17:00 (CET/CEST)","473","n/e","n/e","76","156","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","865","348"
"BZN|DK2","06.01.2023 17:00 - 06.01.2023 18:00 (CET/CEST)","418","n/e","n/e","100","142","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","794","320"
"BZN|DK2","06.01.2023 18:00 - 06.01.2023 19:00 (CET/CEST)","464","n/e","n/e","98","139","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","660","298"
"BZN|DK2","06.01.2023 19:00 - 06.01.2023 20:00 (CET/CEST)","506","n/e","n/e","88","123","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","698","275"
"BZN|DK2","06.01.2023 20:00 - 06.01.2023 21:00 (CET/CEST)","466","n/e","n/e","70","134","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","677","320"
"BZN|DK2","06.01.2023 21:00 - 06.01.2023 22:00 (CET/CEST)","485","n/e","n/e","77","147","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","571","306"
"BZN|DK2","06.01.2023 22:00 - 06.01.2023 23:00 (CET/CEST)","517","n/e","n/e","76","147","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","491","258"
"BZN|DK2","06.01.2023 23:00 - 07.01.2023 00:00 (CET/CEST)","471","n/e","n/e","76","151","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","478","241"
"BZN|DK2","07.01.2023 00:00 - 07.01.2023 01:00 (CET/CEST)","470","n/e","n/e","77","152","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","417","247"
"BZN|DK2","07.01.2023 01:00 - 07.01.2023 02:00 (CET/CEST)","446","n/e","n/e","76","151","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","284","182"
"BZN|DK2","07.01.2023 02:00 - 07.01.2023 03:00 (CET/CEST)","398","n/e","n/e","75","149","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","226","152"
"BZN|DK2","07.01.2023 03:00 - 07.01.2023 04:00 (CET/CEST)","330","n/e","n/e","73","145","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","264","126"
"BZN|DK2","07.01.2023 04:00 - 07.01.2023 05:00 (CET/CEST)","274","n/e","n/e","74","146","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","253","136"
"BZN|DK2","07.01.2023 05:00 - 07.01.2023 06:00 (CET/CEST)","325","n/e","n/e","74","146","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","299","149"
"BZN|DK2","07.01.2023 06:00 - 07.01.2023 07:00 (CET/CEST)","402","n/e","n/e","77","148","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","306","139"
"BZN|DK2","07.01.2023 07:00 - 07.01.2023 08:00 (CET/CEST)","425","n/e","n/e","79","151","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","325","157"
"BZN|DK2","07.01.2023 08:00 - 07.01.2023 09:00 (CET/CEST)","514","n/e","n/e","79","158","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","308","150"
"BZN|DK2","07.01.2023 09:00 - 07.01.2023 10:00 (CET/CEST)","540","n/e","n/e","78","171","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","57","417","179"
"BZN|DK2","07.01.2023 10:00 - 07.01.2023 11:00 (CET/CEST)","544","n/e","n/e","77","169","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16","57","534","215"
"BZN|DK2","07.01.2023 11:00 - 07.01.2023 12:00 (CET/CEST)","555","n/e","n/e","77","168","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","55","565","233"
"BZN|DK2","07.01.2023 12:00 - 07.01.2023 13:00 (CET/CEST)","558","n/e","n/e","78","170","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","54","691","223"
"BZN|DK2","07.01.2023 13:00 - 07.01.2023 14:00 (CET/CEST)","524","n/e","n/e","77","167","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","56","786","223"
"BZN|DK2","07.01.2023 14:00 - 07.01.2023 15:00 (CET/CEST)","477","n/e","n/e","75","164","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","14","54","789","223"
"BZN|DK2","07.01.2023 15:00 - 07.01.2023 16:00 (CET/CEST)","478","n/e","n/e","76","158","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","54","721","198"
"BZN|DK2","07.01.2023 16:00 - 07.01.2023 17:00 (CET/CEST)","453","n/e","n/e","79","151","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","711","240"
"BZN|DK2","07.01.2023 17:00 - 07.01.2023 18:00 (CET/CEST)","471","n/e","n/e","80","154","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","620","269"
"BZN|DK2","07.01.2023 18:00 - 07.01.2023 19:00 (CET/CEST)","460","n/e","n/e","77","149","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","757","318"
"BZN|DK2","07.01.2023 19:00 - 07.01.2023 20:00 (CET/CEST)","433","n/e","n/e","76","147","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","888","349"
"BZN|DK2","07.01.2023 20:00 - 07.01.2023 21:00 (CET/CEST)","411","n/e","n/e","75","145","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","921","360"
"BZN|DK2","07.01.2023 21:00 - 07.01.2023 22:00 (CET/CEST)","382","n/e","n/e","74","144","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","915","362"
"BZN|DK2","07.01.2023 22:00 - 07.01.2023 23:00 (CET/CEST)","304","n/e","n/e","73","141","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","926","370"
"BZN|DK2","07.01.2023 23:00 - 08.01.2023 00:00 (CET/CEST)","266","n/e","n/e","74","144","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","923","385"
"BZN|DK2","08.01.2023 00:00 - 08.01.2023 01:00 (CET/CEST)","229","n/e","n/e","61","123","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","916","416"
"BZN|DK2","08.01.2023 01:00 - 08.01.2023 02:00 (CET/CEST)","217","n/e","n/e","41","92","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","926","417"
"BZN|DK2","08.01.2023 02:00 - 08.01.2023 03:00 (CET/CEST)","217","n/e","n/e","40","89","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","905","400"
"BZN|DK2","08.01.2023 03:00 - 08.01.2023 04:00 (CET/CEST)","219","n/e","n/e","40","89","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","888","378"
"BZN|DK2","08.01.2023 04:00 - 08.01.2023 05:00 (CET/CEST)","216","n/e","n/e","40","89","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","851","365"
"BZN|DK2","08.01.2023 05:00 - 08.01.2023 06:00 (CET/CEST)","217","n/e","n/e","40","88","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","880","352"
"BZN|DK2","08.01.2023 06:00 - 08.01.2023 07:00 (CET/CEST)","218","n/e","n/e","39","86","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","52","915","345"
"BZN|DK2","08.01.2023 07:00 - 08.01.2023 08:00 (CET/CEST)","217","n/e","n/e","39","87","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","822","327"
"BZN|DK2","08.01.2023 08:00 - 08.01.2023 09:00 (CET/CEST)","233","n/e","n/e","55","112","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","765","292"
"BZN|DK2","08.01.2023 09:00 - 08.01.2023 10:00 (CET/CEST)","354","n/e","n/e","63","126","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","57","695","283"
"BZN|DK2","08.01.2023 10:00 - 08.01.2023 11:00 (CET/CEST)","466","n/e","n/e","63","127","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","56","660","252"
"BZN|DK2","08.01.2023 11:00 - 08.01.2023 12:00 (CET/CEST)","376","n/e","n/e","61","126","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","57","715","238"
"BZN|DK2","08.01.2023 12:00 - 08.01.2023 13:00 (CET/CEST)","456","n/e","n/e","62","127","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","56","654","245"
"BZN|DK2","08.01.2023 13:00 - 08.01.2023 14:00 (CET/CEST)","390","n/e","n/e","61","125","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","57","671","214"
"BZN|DK2","08.01.2023 14:00 - 08.01.2023 15:00 (CET/CEST)","435","n/e","n/e","61","125","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","32","56","662","171"
"BZN|DK2","08.01.2023 15:00 - 08.01.2023 16:00 (CET/CEST)","479","n/e","n/e","75","147","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","13","58","621","167"
"BZN|DK2","08.01.2023 16:00 - 08.01.2023 17:00 (CET/CEST)","515","n/e","n/e","77","152","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","685","152"
"BZN|DK2","08.01.2023 17:00 - 08.01.2023 18:00 (CET/CEST)","522","n/e","n/e","76","151","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","735","175"
"BZN|DK2","08.01.2023 18:00 - 08.01.2023 19:00 (CET/CEST)","510","n/e","n/e","74","148","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","57","720","217"
"BZN|DK2","08.01.2023 19:00 - 08.01.2023 20:00 (CET/CEST)","456","n/e","n/e","77","149","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","726","233"
"BZN|DK2","08.01.2023 20:00 - 08.01.2023 21:00 (CET/CEST)","446","n/e","n/e","79","151","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","685","209"
"BZN|DK2","08.01.2023 21:00 - 08.01.2023 22:00 (CET/CEST)","401","n/e","n/e","77","148","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","663","216"
"BZN|DK2","08.01.2023 22:00 - 08.01.2023 23:00 (CET/CEST)","332","n/e","n/e","71","138","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","480","175"
"BZN|DK2","08.01.2023 23:00 - 09.01.2023 00:00 (CET/CEST)","275","n/e","n/e","68","134","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","483","166"
"BZN|DK2","09.01.2023 00:00 - 09.01.2023 01:00 (CET/CEST)","237","n/e","n/e","65","130","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","538","183"
"BZN|DK2","09.01.2023 01:00 - 09.01.2023 02:00 (CET/CEST)","236","n/e","n/e","64","129","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","489","191"
"BZN|DK2","09.01.2023 02:00 - 09.01.2023 03:00 (CET/CEST)","216","n/e","n/e","64","129","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","520","192"
"BZN|DK2","09.01.2023 03:00 - 09.01.2023 04:00 (CET/CEST)","215","n/e","n/e","65","129","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","563","202"
"BZN|DK2","09.01.2023 04:00 - 09.01.2023 05:00 (CET/CEST)","254","n/e","n/e","70","137","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","535","193"
"BZN|DK2","09.01.2023 05:00 - 09.01.2023 06:00 (CET/CEST)","314","n/e","n/e","70","140","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","514","199"
"BZN|DK2","09.01.2023 06:00 - 09.01.2023 07:00 (CET/CEST)","465","n/e","n/e","76","150","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","373","202"
"BZN|DK2","09.01.2023 07:00 - 09.01.2023 08:00 (CET/CEST)","539","n/e","n/e","81","156","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","390","190"
"BZN|DK2","09.01.2023 08:00 - 09.01.2023 09:00 (CET/CEST)","581","n/e","n/e","121","156","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","456","193"
"BZN|DK2","09.01.2023 09:00 - 09.01.2023 10:00 (CET/CEST)","577","n/e","n/e","135","156","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","57","390","186"
"BZN|DK2","09.01.2023 10:00 - 09.01.2023 11:00 (CET/CEST)","583","n/e","n/e","141","160","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","56","404","122"
"BZN|DK2","09.01.2023 11:00 - 09.01.2023 12:00 (CET/CEST)","578","n/e","n/e","143","160","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","56","175","97"
"BZN|DK2","09.01.2023 12:00 - 09.01.2023 13:00 (CET/CEST)","574","n/e","n/e","142","157","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","61","56","102","84"
"BZN|DK2","09.01.2023 13:00 - 09.01.2023 14:00 (CET/CEST)","568","n/e","n/e","142","156","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","58","95","96"
"BZN|DK2","09.01.2023 14:00 - 09.01.2023 15:00 (CET/CEST)","587","n/e","n/e","141","159","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","36","57","131","103"
"BZN|DK2","09.01.2023 15:00 - 09.01.2023 16:00 (CET/CEST)","595","n/e","n/e","152","179","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","59","178","103"
"BZN|DK2","09.01.2023 16:00 - 09.01.2023 17:00 (CET/CEST)","592","n/e","n/e","145","161","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","208","115"
